match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
355995,2009,2009-06-07,Kennington Oval,1,0.1,South Africa,Scotland,GC Smith,JH Kallis,CS MacLeod,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,0.2,South Africa,Scotland,GC Smith,JH Kallis,CS MacLeod,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,0.3,South Africa,Scotland,GC Smith,JH Kallis,CS MacLeod,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,0.4,South Africa,Scotland,GC Smith,JH Kallis,CS MacLeod,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,0.5,South Africa,Scotland,GC Smith,JH Kallis,CS MacLeod,4,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,0.6,South Africa,Scotland,GC Smith,JH Kallis,CS MacLeod,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,1.1,South Africa,Scotland,JH Kallis,GC Smith,GD Drummond,1,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,1.2,South Africa,Scotland,GC Smith,JH Kallis,GD Drummond,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,1.3,South Africa,Scotland,GC Smith,JH Kallis,GD Drummond,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,1.4,South Africa,Scotland,GC Smith,JH Kallis,GD Drummond,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,1.5,South Africa,Scotland,GC Smith,JH Kallis,GD Drummond,1,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,1.6,South Africa,Scotland,JH Kallis,GC Smith,GD Drummond,1,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,2.1,South Africa,Scotland,JH Kallis,GC Smith,CS MacLeod,4,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,2.2,South Africa,Scotland,JH Kallis,GC Smith,CS MacLeod,4,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,2.3,South Africa,Scotland,JH Kallis,GC Smith,CS MacLeod,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,2.4,South Africa,Scotland,JH Kallis,GC Smith,CS MacLeod,1,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,2.5,South Africa,Scotland,GC Smith,JH Kallis,CS MacLeod,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,2.6,South Africa,Scotland,GC Smith,JH Kallis,CS MacLeod,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,3.1,South Africa,Scotland,JH Kallis,GC Smith,GD Drummond,4,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,3.2,South Africa,Scotland,JH Kallis,GC Smith,GD Drummond,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,3.3,South Africa,Scotland,JH Kallis,GC Smith,GD Drummond,2,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,3.4,South Africa,Scotland,JH Kallis,GC Smith,GD Drummond,1,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,3.5,South Africa,Scotland,GC Smith,JH Kallis,GD Drummond,0,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,3.6,South Africa,Scotland,GC Smith,JH Kallis,GD Drummond,4,0,,,,,,,,,
355995,2009,2009-06-07,Kennington Oval,1,4.1,South Africa,Scotland,JH Kallis,GC Smith,JH Stander,4,1,,1,,,,,,,
